epoch,acc,loss,val_acc,val_loss
145,0.965720000038,0.0957912189269,0.8509,0.647572947121
146,0.967699999962,0.0932124288416,0.8457,0.702219292259
147,0.967480000057,0.092876201005,0.8529,0.631087322426
148,0.967059999962,0.0918332023287,0.8522,0.664809080982
149,0.966459999924,0.0920706234455,0.8458,0.673438390923
150,0.967280000019,0.0904327750731,0.8495,0.67307623291
151,0.967920000038,0.0909281694627,0.8493,0.662821611118
152,0.967679999981,0.0918169049931,0.8405,0.696493432808
153,0.968860000057,0.0895726750422,0.8426,0.677851099491
154,0.968160000019,0.0889102999997,0.8571,0.63439770565
155,0.969439999981,0.085461717329,0.8484,0.67585910778
156,0.966960000019,0.0907582438517,0.8513,0.636267885303
157,0.968020000038,0.0895084230399,0.8549,0.659307661438
158,0.967659999981,0.0905997880363,0.84,0.721105199623
159,0.968859999981,0.08739930336,0.8331,0.758317501068
160,0.97,0.084084766171,0.8474,0.67189293828
161,0.971179999962,0.0817041213799,0.8414,0.720355791807
162,0.970100000038,0.0852975018048,0.8521,0.656690193272
163,0.971259999943,0.0815341990066,0.8493,0.706285174084
164,0.968719999943,0.0886258316278,0.8499,0.652549140644
165,0.968640000019,0.0875341115928,0.8507,0.70507097683
166,0.970759999943,0.0811731599891,0.8435,0.702051088905
167,0.970459999943,0.0812305482078,0.8504,0.65054263916
168,0.969619999943,0.0847707790804,0.8512,0.692563690948
169,0.97194,0.0799592675328,0.8494,0.703976835728
170,0.972420000019,0.0785244546175,0.8509,0.697644661331
171,0.971839999981,0.0802898316598,0.8413,0.713753717089
172,0.973559999981,0.077653002007,0.8427,0.699828335476
173,0.9711,0.0811931012988,0.8536,0.672315139198
174,0.970459999962,0.082029985311,0.8473,0.675244344711
175,0.971619999943,0.0787537538099,0.8422,0.720238154507
176,0.9709,0.082698922236,0.8408,0.765441853428
177,0.972059999943,0.0763013352633,0.8491,0.709108843327
178,0.972560000019,0.0763658808267,0.8485,0.684703592396
179,0.971820000038,0.078330717299,0.8551,0.686000345612
180,0.972519999981,0.0791271423316,0.8503,0.67365791626
181,0.972279999962,0.0788253979731,0.8492,0.669905885124
182,0.974120000019,0.0738768633223,0.8402,0.773284567451
183,0.97266,0.0776488575101,0.8497,0.688781554031
184,0.975320000057,0.0713580208564,0.8525,0.685971208477
185,0.974279999962,0.0734443764114,0.8525,0.673137612438
186,0.973880000019,0.0741028554153,0.8542,0.650326644039
187,0.975219999924,0.0688522322381,0.8495,0.707064008808
188,0.973620000057,0.0736903627658,0.8468,0.713849842548
189,0.975159999943,0.0707285233927,0.8536,0.675672848892
190,0.974280000038,0.0724014608133,0.8492,0.718197717857
191,0.974880000019,0.0706584507465,0.8489,0.727271756458
192,0.973859999962,0.0743269090462,0.8514,0.6781343647
193,0.975780000038,0.0687316952235,0.855,0.700913095093
194,0.97546,0.0700011835861,0.8569,0.688245418549
195,0.975079999981,0.0715495346928,0.8541,0.727336583996
196,0.974800000057,0.0713219729495,0.8532,0.67049780674
197,0.974220000076,0.0719336461616,0.8408,0.769090283585
198,0.97532,0.0701739920235,0.8521,0.676901915741
199,0.975760000019,0.0692188516665,0.8571,0.661741975403
